Date,IBM,BRK-B,KO,AXP,JPM,WFC,STT,BK,CI,WMT,COST,TRV,PNC,GS,MCO,DE,ECL,MSFT,DD,PG,BLK,HD,BA,VRTX,A,DIS,INTC,JNJ,FDX,TGT
6/7/2000,11115500,325000,6865200,3259900,5901100,4832200,1544800,1682900,1828800,3424600,7443500,914800,794800,1319900,464800,1596200,387800,76310600,1232800,6278000,16400,4581800,2843100,1793000,11422300,3373600,39753400,4098200,574400,6864000
6/8/2000,9325600,255000,7779000,2928300,3975100,3962800,865600,992800,1656900,3993100,10472800,1054300,733900,1255000,936400,1662600,411800,94765600,2059900,45193400,32200,5036400,2481700,933600,9571200,3073300,34394000,3685400,459100,4176200
6/9/2000,4739100,290000,4966000,2784300,10294900,4697000,948200,962500,1606800,7283100,7604100,388100,962700,1006800,1117000,915800,367400,35710200,1476900,17979000,29700,5466100,2714200,1638400,9270100,4017500,27519200,4105200,385200,6331400
6/12/2000,3640300,190000,4122600,2644400,5142600,3423000,736600,1027600,2408700,8089200,8322600,449200,844200,732800,717000,1122800,709200,49260600,1307200,9321800,75500,12584100,1553800,1079400,5674900,3474500,25947000,3798200,584300,5592200
6/13/2000,4008600,290000,5626200,2826500,5649900,4721200,749800,896100,3112200,7711700,6943800,489900,701900,773200,726000,1985800,634000,44289200,1604600,9267200,185700,9177000,2599400,529400,7718300,5000400,39126600,5396600,391600,4729400
6/14/2000,5282600,380000,10165800,4399100,5920600,5241800,1213400,1082500,3586500,6686800,3403400,685200,1293600,1953600,750800,3178600,441800,79992400,2327600,8078800,162900,8827700,2836500,1081600,5610800,2941100,37008800,5490200,723000,5061400
6/15/2000,5386300,300000,20672400,4454100,9911800,14971200,2001600,2938300,2341500,5682300,3251500,788700,3158300,2120900,736200,2509000,408200,65592600,2043700,11457600,104300,5048400,6346900,1418800,6797700,4222100,33411000,7969600,593500,4851400
6/16/2000,8046200,465000,14330400,6841100,16619900,24845200,2201000,3205300,3629100,9569700,3507800,1792400,2073300,1792300,1652000,2383600,701400,68710600,2851600,11573400,222700,7158700,4919000,1184400,6487600,4973500,44086200,7343400,1117000,6261600
6/19/2000,6059200,265000,6989800,4895500,7731000,11854000,1754400,1777600,2586900,6001700,6770200,902700,1509400,2092900,974400,2886600,559600,46604800,2343700,6712600,197500,5058600,3962300,4114600,6811400,2712000,61221200,3564800,607100,8124600
6/20/2000,7103800,380000,6947800,3512000,5643600,9436600,979800,1291800,3333600,6063800,6683800,855300,1002000,2362600,395400,2763400,734800,62275000,3073000,8000000,68600,5080900,2827400,3252600,11718100,3295800,58579400,4356400,1221900,9924800
6/21/2000,6487000,355000,8780600,2462400,4059300,7338600,1247400,2195500,2423400,4287300,4953000,683800,1636800,2875200,606000,2722400,455400,160399600,1727900,8198000,35700,3773900,2538000,1942400,8977600,2932200,32891400,5109200,843400,9308200
6/22/2000,4853100,845000,11664600,3638400,3268600,6969200,1616600,1642000,2506800,5667800,5329500,1187300,899500,1480100,1428600,3183600,489800,87315200,2436400,7189600,53000,5537600,2102400,2570600,6733700,2864300,29696200,3988600,995400,7576000
6/23/2000,3360900,870000,15346000,3236400,3662500,4174400,1312400,1987400,3650700,6269600,7073400,569500,620400,1616700,664000,2080000,293400,49811600,2193600,8417000,53900,3631600,1984700,1351600,3969400,5519100,30321600,3838000,686000,4170200
6/26/2000,3625900,625000,9900400,3620900,3195000,4371400,1272800,1875500,1855800,3924700,6453500,558200,955500,1175700,1288000,1769000,447200,48287000,2130700,7171200,85500,3663400,2666600,1851800,3824300,3821900,29904800,15784200,725700,4131400
6/27/2000,6607900,590000,10429600,3542200,5146100,7662600,1147200,1499300,2062200,6554400,4771400,1018900,1588000,1175700,1718400,3539800,667200,31071200,2732700,8516400,58000,6641200,2845500,2944800,4110100,3376700,33370400,14784000,2797200,6332600
6/28/2000,6436600,800000,18989000,4753500,4898400,6948600,1431200,1727800,2744100,4824100,6008900,1245100,821300,1180400,1722600,3605800,897800,37459200,2177400,7391200,128800,5233400,3847800,1086400,9895100,3165300,30631800,8783200,2012600,5179600
6/29/2000,7688500,635000,12743200,3474000,4679500,7680000,968000,1417400,2877600,5290900,6545300,749300,937500,1385400,1035400,3565200,706200,38449000,1437500,9755000,292000,5339200,3364100,1001200,8660700,4801700,47136200,8607400,1537100,6366400
6/30/2000,8612600,440000,19122800,4835700,6995300,9739200,1469000,2276900,4329000,7622200,6764800,969700,1983800,2540600,1555200,3062200,1034600,52356400,1905800,23969000,583600,5055500,4823600,2393800,8280200,6610500,41431200,16086600,2150700,4624600
7/3/2000,2304400,70000,7707200,1726700,2746100,3664000,1381400,755900,1018200,2577300,2559000,376800,851600,453100,540400,2019400,512800,15734800,1031400,5595200,80300,1885300,1232300,310800,3195600,2323500,15083800,4770200,606200,2261200
7/5/2000,14339600,445000,6960400,3549700,5083900,6442800,1281400,2092700,2010900,5139800,3182200,837800,869200,1077000,874000,2000800,528000,34824400,2029100,7344000,80400,4063400,4990900,2176600,5399900,4211300,42005200,7304400,1231400,4572200
7/6/2000,12932700,490000,5041200,4151200,3497600,5954600,1273200,1330600,2110500,5757800,4599900,435600,576900,3343100,531200,1626400,590800,47873200,1505400,8129600,56000,4646900,3665200,1815600,4201400,3873000,44906200,5789800,809900,4720800
7/7/2000,9031700,380000,5043200,4055900,6245000,8476800,1167400,2169800,2597100,10513400,6814100,380900,928900,1265600,1020000,1562400,445600,54153200,2222700,8907400,36300,10254800,4256800,2826000,5992200,9323900,37286800,6498200,851600,7024200
7/10/2000,4212200,335000,6447200,4046400,3393600,5502400,1402000,1650600,3552600,8233700,9257200,380600,635900,1498700,773600,1567000,1173000,52689800,1810500,9370400,76900,9340900,2834200,1254200,5362700,4125100,31349400,4346000,699200,7656600
7/11/2000,5619800,950000,8134200,3928900,4641900,5370800,1635400,949900,3273300,5897600,8824400,492600,459400,1249100,1306600,2183800,1101600,37164800,2427800,6966600,106000,7711000,3815200,2448400,4176600,3834900,42782000,6781800,776700,7945400
7/12/2000,5550500,405000,7153800,3996900,4531400,5943200,3192600,1740100,3060600,5833600,4114200,891600,810400,2751000,686200,1204200,800600,58370200,2492600,8533200,286500,5062400,2228800,1419000,3792400,4153200,29824200,5671800,1188500,5825000
7/13/2000,5669700,550000,8450600,2042400,4588500,5538200,2754400,1915000,2595600,4302600,4144100,611000,818600,2207300,678800,2002000,907200,80843200,1526500,7299000,87400,3751500,3452700,939600,5840500,5091200,45176000,7650600,1088600,4075200
7/14/2000,4020000,445000,4648000,3933000,4532300,5323200,1464400,1953700,3087900,4184100,2317000,961900,884300,1143000,634600,1251000,426800,51180600,1891600,10094200,13700,3456600,3472100,1297000,7603500,4110400,37471800,12577600,1549700,3765800
7/17/2000,6632700,395000,7003000,4145400,5069900,4846400,1458400,1846600,2306100,4610700,2640300,738800,1045200,1225000,956400,1585600,513800,53992800,1785300,7941200,49800,3686600,2497700,1047000,6166100,4453900,46580000,8803200,812600,3877400
7/18/2000,6452700,785000,7595200,3535700,3273200,8181800,1005800,1426800,4010700,3592100,5846200,608900,611800,2449700,930200,2284200,830400,70617200,1656100,8984800,60500,4019800,4783100,783800,3661500,4697400,50683600,8284800,745300,5211200
7/19/2000,7781400,505000,16435400,2607100,4287100,5291200,1666000,797200,1458300,3736400,5116900,510700,462600,874200,577800,3121200,488800,139924600,928500,9620800,98500,2794900,7490900,436800,3539000,5997600,72188400,5364600,1316400,4255400
7/20/2000,23048400,725000,9225600,3858400,6117400,6919800,2354600,1451600,1325400,4986800,8632300,1209000,1030600,1027700,534800,1202200,720800,54690600,1945700,10271200,28000,4664500,5034000,932600,3551600,5472800,60488400,5939200,697300,4295700
7/21/2000,8966400,660000,8141200,6136200,5470100,5734000,1347400,1931600,1117200,3911000,4244100,386200,788200,1155300,1012400,1354400,401400,56100600,1984000,6091600,20000,3611700,7622000,1187000,36442000,3783300,32086600,7617800,679200,2853000
7/24/2000,6814400,290000,6808200,4547800,3232600,5403000,1028200,1702700,1274400,5045800,5255000,324300,755900,1457700,784000,897000,386400,56165600,1902100,7881800,103000,3839900,5027400,912000,13987100,2980600,39835400,5676000,676300,3360600
7/25/2000,5566900,540000,4664400,4227900,2697100,3706600,1215200,1867100,1532700,4122000,5155000,1617000,675900,1092500,698600,704200,808000,64188600,1503400,8473000,76600,4115200,8836600,859400,9135700,3741400,29623200,5873200,736400,3458600
7/26/2000,6670400,525000,10162400,4209000,4654000,6996000,1117400,1877200,3368400,7322100,9050400,3500300,848500,1247400,1148400,1136400,652200,85404600,2433100,7409800,62200,5031400,5444400,1212800,11385300,4708900,46639800,7351000,651600,3628600
7/27/2000,4047400,670000,9117200,3773300,3556100,5093800,1239200,2228800,2474400,4744800,5947200,2379100,505300,1299100,1361400,1085800,795200,74337600,2677700,6010400,18100,3319300,3898500,648400,9849600,2734000,39223800,6578800,546500,1476800
7/28/2000,5355600,1055000,13619000,4403800,2880800,4904200,1104200,1565700,1552800,5247600,4176200,1823900,415100,1370800,452400,792600,505000,75645600,2181700,8274000,129100,3639900,3930300,387000,9616900,2513200,55433800,4837200,706500,1815800
7/31/2000,5113500,295000,8017000,3560700,3650700,5609200,976600,1609800,2063700,7534300,4271700,1577600,494600,1734100,540600,1092400,683800,70283800,1776600,11908800,69000,3888800,4481100,344200,8053100,4192200,30470700,6331600,909600,2874100
8/1/2000,2996500,535000,9321400,2388200,10556800,5604400,540200,1527500,1478100,9055300,4409600,847800,587200,1990600,805400,1422000,253800,47163600,1606600,15932400,4900,3623600,3226800,1359800,5931000,8352300,25001100,5039800,655800,2530900
8/2/2000,5877900,665000,6662400,3158500,6692900,4760600,895400,957000,4922400,6734800,6514000,1154700,645400,13171500,888800,2050200,451200,48269200,1632500,9127000,4400,3331100,4383700,473400,6748800,4612000,33226800,4974200,788800,3073500
8/3/2000,5567400,1245000,6653400,3947900,5914200,11149800,1368400,2429300,4035000,8229100,8989000,1259100,646900,2700200,972200,1530200,422200,54543400,1459800,5004600,26700,3913800,3226900,927800,8592100,4451600,34941100,5710600,527000,1696800
8/4/2000,4460500,1525000,6006600,4312400,8546500,11625200,1295200,2813800,4168200,5842400,6877100,1594900,1619300,3709300,499000,2657000,268400,38107400,1478100,4710200,14900,4235200,2419800,1100000,5152400,14958800,34939700,4062600,463000,1893500
8/7/2000,5910700,830000,4263600,4084700,6924000,7151200,933000,1833800,2893800,5605200,4613700,1592200,945900,2457700,596200,3989400,487600,52741800,2017500,4082800,77600,4122900,2113900,1617800,5560800,6137600,30634400,3811200,513200,2268100
8/8/2000,5736700,630000,6135800,3250800,3458500,4539800,775400,1177500,2121600,5859800,8621900,1416200,905100,1984600,667400,2965200,459800,138038800,1672200,5072400,16000,6870100,3384000,752600,5116100,5025100,24900100,4595000,660400,2434300
8/9/2000,6585400,560000,7111600,3654200,6305600,7885400,628600,2101600,1588200,17750700,6953300,1199100,1332700,1488800,819800,2479800,655400,63945600,3565700,6841600,57000,4782800,4282500,913400,4680500,3653800,30071900,7086200,591100,2955100
8/10/2000,5484100,335000,6214800,2657400,4979200,6813800,964800,1407400,1305000,12380600,3753800,1155000,1245400,1188900,498600,1221000,379200,48986000,2046000,3769400,15600,4227000,2544700,812600,3123600,3669400,16678400,5738400,1283700,2502400
8/11/2000,6142400,380000,6165400,3614000,4492200,4652600,822800,1049200,1322400,7534100,3365300,581700,679000,1489600,618400,1829200,379400,35629600,1257400,5727400,8300,2719500,3283700,1054200,3431200,4936600,22509600,4487600,863900,2341700
8/14/2000,4949400,615000,5329400,2806100,4970100,3103800,811600,1287800,2560800,6032800,3540300,1072700,812100,2121700,885200,2263600,273000,53427000,1395400,6100200,16400,5011300,2855800,935200,5536000,2838200,25665000,2855600,440800,3969400
8/15/2000,4378100,395000,4402600,3155400,7236200,8870400,600800,1064100,2048400,7953000,2510400,785900,773500,1548900,2278000,13326200,228200,40714200,3386400,15182000,17600,16307100,3963800,607200,4487400,2917100,34464300,3292000,561900,8678900
8/16/2000,5946000,270000,11729200,3070900,5305600,4519400,631600,990100,2241900,13811000,6530600,617100,396400,2521000,1230200,7704600,217800,44976200,2806200,8558200,36700,20874900,6353200,1514000,3141300,2645900,24609500,3220000,397900,8351500
8/17/2000,4338400,210000,5834000,2771200,4514400,4973800,730800,1582200,1538100,6799800,4366600,686000,424500,1780400,1243200,2444000,220400,36112800,2249800,6430000,34400,6989900,2810800,1632000,9532400,2357200,40495900,4721000,405700,7345600
8/18/2000,4127500,205000,5274600,2375800,3694100,4659400,450000,1684700,1672500,7349300,3310800,567900,479600,853900,1614000,1701800,408400,54438800,2059400,7448400,20400,6392800,4070600,1579600,17783600,4544900,35795600,5476800,417600,5063200
8/21/2000,3234200,390000,5735000,2775800,3502300,3630600,947400,1982600,1469700,14148700,4049000,904800,453100,1082000,830600,1846200,306600,34119600,2164300,3784200,15200,5822700,4090800,1274600,8576100,3069000,46024300,3666200,422900,6574600
8/22/2000,2769400,280000,4243400,4134000,7456800,7736400,994000,1481900,1738200,7610900,4071600,637100,730800,2178800,1032600,978200,611600,54428200,3116400,6165600,6200,4724000,4683200,1465000,4971500,3705200,31693500,3218400,629400,5908800
8/23/2000,4251200,335000,7007400,3717100,6868200,4628800,1097200,1638100,2047200,6875700,3638800,820400,558200,1650600,4200000,2251600,567600,36726800,1914900,3967400,8500,5202900,6971500,2400000,3263600,3304700,36177000,3434200,638000,3731400
8/24/2000,5988300,625000,4619200,4558200,4508200,5806600,1012200,1217700,1637400,4967300,3884800,492000,487100,1049600,5076000,2024200,478800,42405400,3140700,8534200,92100,5200800,10890300,2092200,3031000,5504400,23352900,3302600,545200,3708400
8/25/2000,8279000,260000,13902000,2471900,4746600,3158600,517800,866600,925200,4877100,2080400,526600,636800,984200,628800,1652200,671600,52729400,2033200,6586000,33300,3784300,7671400,1020100,2444100,2227500,20844200,3700000,691000,2626200
8/28/2000,8536600,350000,12625800,4912600,5261600,4723400,579600,1693500,1948200,7003200,2225800,438400,738200,1422700,1441400,2639600,432000,56421600,2130200,4082400,31200,4950400,4972200,1279300,3708800,3043200,42760500,5160800,556300,4013100
8/29/2000,6040000,315000,5934600,3513500,7020300,5046200,473400,1033200,2214000,5665100,6173600,632000,968600,2495500,1291200,2444000,296600,59400200,2390500,3541200,24900,5433100,4000400,717200,6009000,3609400,23023100,3901400,511200,7237200
8/30/2000,4928800,370000,9392800,2291200,8367100,5169600,571400,1100200,1408800,8155500,5564400,742900,1171800,2136000,1321200,3362600,401400,53498800,2282400,3840600,36300,8329200,3673400,468100,3459700,3230600,21770400,4197600,584200,4105600
8/31/2000,5469500,845000,16123800,3959800,8450600,9050600,956800,1815300,2301600,12236200,4108200,736500,1286000,1394100,1412000,3139400,338400,72575400,2126700,5414600,45700,8541200,3762800,1050200,3479900,4498300,28530700,4702400,652600,22148900
9/1/2000,5776300,310000,10053000,2118700,5478500,4796400,892800,869600,2033100,7661500,3419900,559600,738600,993800,1618400,1791800,286200,37629800,2210400,4314000,38900,5517300,5092500,918700,3138200,1997200,18322000,3040400,547500,6358400
9/5/2000,4112100,335000,11223000,2713400,4851200,7394400,603600,940400,2019000,8031000,3686000,490200,549700,1184400,1273400,2342600,300400,50755200,3083200,4975200,17500,5492500,3704900,765200,2044900,3262200,58396000,5298200,604600,3843500
9/6/2000,6473000,510000,9854000,4184200,6821900,6623600,1065000,1892300,1425300,8310400,2586400,675100,1272900,2104200,2426200,1970000,347800,62960800,3295700,11835000,21100,5266700,7974100,1390800,2235400,4412400,62344900,5614400,550000,3672300
9/7/2000,4622800,345000,7458200,1843000,3495800,7081000,456400,1308300,2042400,8400600,1463700,904300,787100,1046800,947800,1906800,361200,111711200,5987300,5867800,241400,5109900,10908200,512000,2123000,4183700,34716000,2638400,1178600,4028200
9/8/2000,4993700,655000,5253600,3522100,4496500,8199600,894000,1942400,3261900,7380600,7152500,2714000,817700,1358800,830000,1848600,485000,56709600,3690500,6683600,59900,7810500,6699000,1253900,2015700,3328400,29681800,3808400,1221800,6596600
9/11/2000,7617700,395000,7846000,3804500,5219500,8977800,1468400,1306500,2243100,9844600,5270300,858800,805000,2718400,1421400,2455800,439400,48495200,2140700,4906600,40900,5222000,4335700,1022200,2978800,2501000,30507800,4095000,784100,6363000
9/12/2000,5001700,275000,8248000,3488400,7314600,5598000,893600,1592800,2176200,6351100,2099100,706700,1070400,1905100,4381800,1739400,570200,46781200,2581800,4787400,41300,6328100,5650100,2181600,2830200,3294900,28997300,3917400,969700,5918800
9/13/2000,5473600,425000,6986400,3613000,42585300,7851400,805600,2785900,2705400,4981600,5624600,5712400,1543200,1437400,1074000,1736400,272200,40744800,2206700,4186000,7300,7056100,4108800,3575500,3523200,3564500,70068400,4894200,747400,6719000
9/14/2000,4425500,285000,11181600,2419900,20361300,9321000,471400,1617000,2061300,4711600,2115900,2134000,1111100,1278100,1310400,1392800,575400,78503000,1874500,12514200,21800,5346800,4277100,2854200,3569000,3105200,50489200,4159200,1018600,4707000
9/15/2000,5481700,415000,12373800,4973700,14822300,12601800,1008800,1679900,3795000,8109100,11525200,1445300,1174700,1441100,1756000,1836200,877000,99915200,2430300,9089400,66200,6577700,5906200,1197900,3772700,5008000,75675900,6264800,1184400,4758900
9/18/2000,3932800,525000,8759800,2965300,15120400,5782200,1329600,1361700,2472300,5211600,5336100,819800,773200,2410400,2117200,1845600,575600,69037800,1689600,7709000,97200,4399500,3178700,1288900,4730600,2673500,50767100,7642800,716300,4283100
9/19/2000,3341000,1180000,7630400,3512800,15642000,4933600,1069000,1568400,3059100,8573700,4861200,932200,697300,3284700,3288800,1526200,334600,79311200,2074700,5732000,20000,4102400,4221300,629700,3198000,3023600,58855100,3938400,1234100,2655200
9/20/2000,4623400,310000,14690200,4064500,12493000,4428000,1075400,1135500,2820300,9882700,4278900,688100,1396900,2067500,2855400,2019000,280400,67791400,2180300,7455800,22100,3739300,6389400,1056300,1968100,4411000,70335900,5457400,694300,3519800
